Semana,Fecha,Día,Hora inicio,Hora fin,Especialidad,Actividad,Docente/Responsable,Aula,Tipo,Observaciones
SEMANA 3,VIERNES 19 JUNIO,Viernes,7:30,9:30,Medicina Interna,Responsabilidad profesional y auxilio a la administracion de justicia - I,Dr. Leon Mario Toro,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,7:30,9:30,Neurologia,Responsabilidad profesional y auxilio a la administracion de justicia - I,Dr. Leon Mario Toro,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,7:30,9:30,Psiquiatria,Responsabilidad profesional y auxilio a la administracion de justicia - I,Dr. Leon Mario Toro,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,7:30,9:30,Radiologia e imagenes Diagnosticas,Responsabilidad profesional y auxilio a la administracion de justicia - I,Dr. Leon Mario Toro,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,7:30,9:30,Oftalmologia,Responsabilidad profesional y auxilio a la administracion de justicia - I,Dr. Leon Mario Toro,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,7:30,9:30,Cardiologia,Responsabilidad profesional y auxilio a la administracion de justicia - I,Dr. Leon Mario Toro,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,7:30,9:30,Anestesia Cardiovascular y Toracica,Responsabilidad profesional y auxilio a la administracion de justicia - I,Dr. Leon Mario Toro,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,7:30,9:30,Cirugia Cardiovascular,Responsabilidad profesional y auxilio a la administracion de justicia - I,Dr. Leon Mario Toro,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,7:30,9:30,Cardiologia Intervencionista y Hemodinamia,Responsabilidad profesional y auxilio a la administracion de justicia - I,Dr. Leon Mario Toro,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,7:30,9:30,Electrofisiologia Cardiaca,Responsabilidad profesional y auxilio a la administracion de justicia - I,Dr. Leon Mario Toro,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,7:30,9:30,Medicina Critica y Cuidado Intensivo Adulto,Responsabilidad profesional y auxilio a la administracion de justicia - I,Dr. Leon Mario Toro,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,7:30,9:30,Medicina Critica y Cuidado Intensivo Pediatrico,Responsabilidad profesional y auxilio a la administracion de justicia - I,Dr. Leon Mario Toro,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,7:30,9:30,Dermatopatologia,Responsabilidad profesional y auxilio a la administracion de justicia - I,Dr. Leon Mario Toro,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,7:30,9:30,Mastologia,Responsabilidad profesional y auxilio a la administracion de justicia - I,Dr. Leon Mario Toro,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,7:30,9:30,Infectologia Pediatrica,Responsabilidad profesional y auxilio a la administracion de justicia - I,Dr. Leon Mario Toro,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,7:30,9:30,Dolor y Cuidado Paliativo,Responsabilidad profesional y auxilio a la administracion de justicia - I,Dr. Leon Mario Toro,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,7:30,9:30,Neonatologia,Responsabilidad profesional y auxilio a la administracion de justicia - I,Dr. Leon Mario Toro,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,7:30,9:30,Gastroenterologia,Responsabilidad profesional y auxilio a la administracion de justicia - I,Dr. Leon Mario Toro,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,7:30,9:30,Reumatologia,Responsabilidad profesional y auxilio a la administracion de justicia - I,Dr. Leon Mario Toro,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,7:30,9:30,Neumologia,Responsabilidad profesional y auxilio a la administracion de justicia - I,Dr. Leon Mario Toro,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,9:30,10:00,Anestesiologia,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 3,VIERNES 19 JUNIO,Viernes,9:30,10:00,Cirugia General,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 3,VIERNES 19 JUNIO,Viernes,9:30,10:00,Urologia,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 3,VIERNES 19 JUNIO,Viernes,9:30,10:00,Ortopedia y Traumatologia,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 3,VIERNES 19 JUNIO,Viernes,9:30,10:00,Dermatologia,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 3,VIERNES 19 JUNIO,Viernes,9:30,10:00,"Cirugia Plastica, Reconstructiva y Estetica",DESCANSO,No aplica,No aplica,Descanso,
SEMANA 3,VIERNES 19 JUNIO,Viernes,9:30,10:00,Pediatria,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 3,VIERNES 19 JUNIO,Viernes,9:30,10:00,Ginecologia y Obstetricia,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 3,VIERNES 19 JUNIO,Viernes,9:30,10:00,Medicina de Urgencias,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 3,VIERNES 19 JUNIO,Viernes,9:30,10:00,Medicina Interna,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 3,VIERNES 19 JUNIO,Viernes,9:30,10:00,Neurologia,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 3,VIERNES 19 JUNIO,Viernes,9:30,10:00,Psiquiatria,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 3,VIERNES 19 JUNIO,Viernes,9:30,10:00,Radiologia e imagenes Diagnosticas,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 3,VIERNES 19 JUNIO,Viernes,9:30,10:00,Oftalmologia,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 3,VIERNES 19 JUNIO,Viernes,9:30,10:00,Cardiologia,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 3,VIERNES 19 JUNIO,Viernes,9:30,10:00,Anestesia Cardiovascular y Toracica,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 3,VIERNES 19 JUNIO,Viernes,9:30,10:00,Cirugia Cardiovascular,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 3,VIERNES 19 JUNIO,Viernes,9:30,10:00,Cardiologia Intervencionista y Hemodinamia,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 3,VIERNES 19 JUNIO,Viernes,9:30,10:00,Electrofisiologia Cardiaca,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 3,VIERNES 19 JUNIO,Viernes,9:30,10:00,Medicina Critica y Cuidado Intensivo Adulto,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 3,VIERNES 19 JUNIO,Viernes,9:30,10:00,Medicina Critica y Cuidado Intensivo Pediatrico,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 3,VIERNES 19 JUNIO,Viernes,9:30,10:00,Dermatopatologia,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 3,VIERNES 19 JUNIO,Viernes,9:30,10:00,Mastologia,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 3,VIERNES 19 JUNIO,Viernes,9:30,10:00,Infectologia Pediatrica,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 3,VIERNES 19 JUNIO,Viernes,9:30,10:00,Dolor y Cuidado Paliativo,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 3,VIERNES 19 JUNIO,Viernes,9:30,10:00,Neonatologia,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 3,VIERNES 19 JUNIO,Viernes,9:30,10:00,Gastroenterologia,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 3,VIERNES 19 JUNIO,Viernes,9:30,10:00,Reumatologia,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 3,VIERNES 19 JUNIO,Viernes,9:30,10:00,Neumologia,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 3,VIERNES 19 JUNIO,Viernes,10:00,12:00,Anestesiologia,Normatividad Posgrados Clinicos y evaluacion curso de induccion,Dra. Laura Libreros Foronda,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,10:00,12:00,Cirugia General,Normatividad Posgrados Clinicos y evaluacion curso de induccion,Dra. Laura Libreros Foronda,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,10:00,12:00,Urologia,Normatividad Posgrados Clinicos y evaluacion curso de induccion,Dra. Laura Libreros Foronda,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,10:00,12:00,Ortopedia y Traumatologia,Normatividad Posgrados Clinicos y evaluacion curso de induccion,Dra. Laura Libreros Foronda,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,10:00,12:00,Dermatologia,Normatividad Posgrados Clinicos y evaluacion curso de induccion,Dra. Laura Libreros Foronda,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,10:00,12:00,"Cirugia Plastica, Reconstructiva y Estetica",Normatividad Posgrados Clinicos y evaluacion curso de induccion,Dra. Laura Libreros Foronda,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,10:00,12:00,Pediatria,Normatividad Posgrados Clinicos y evaluacion curso de induccion,Dra. Laura Libreros Foronda,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,10:00,12:00,Ginecologia y Obstetricia,Normatividad Posgrados Clinicos y evaluacion curso de induccion,Dra. Laura Libreros Foronda,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,10:00,12:00,Medicina de Urgencias,Normatividad Posgrados Clinicos y evaluacion curso de induccion,Dra. Laura Libreros Foronda,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,10:00,12:00,Medicina Interna,Normatividad Posgrados Clinicos y evaluacion curso de induccion,Dra. Laura Libreros Foronda,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,10:00,12:00,Neurologia,Normatividad Posgrados Clinicos y evaluacion curso de induccion,Dra. Laura Libreros Foronda,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,10:00,12:00,Psiquiatria,Normatividad Posgrados Clinicos y evaluacion curso de induccion,Dra. Laura Libreros Foronda,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,10:00,12:00,Radiologia e imagenes Diagnosticas,Normatividad Posgrados Clinicos y evaluacion curso de induccion,Dra. Laura Libreros Foronda,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,10:00,12:00,Oftalmologia,Normatividad Posgrados Clinicos y evaluacion curso de induccion,Dra. Laura Libreros Foronda,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,10:00,12:00,Cardiologia,Normatividad Posgrados Clinicos y evaluacion curso de induccion,Dra. Laura Libreros Foronda,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,10:00,12:00,Anestesia Cardiovascular y Toracica,Normatividad Posgrados Clinicos y evaluacion curso de induccion,Dra. Laura Libreros Foronda,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,10:00,12:00,Cirugia Cardiovascular,Normatividad Posgrados Clinicos y evaluacion curso de induccion,Dra. Laura Libreros Foronda,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,10:00,12:00,Cardiologia Intervencionista y Hemodinamia,Normatividad Posgrados Clinicos y evaluacion curso de induccion,Dra. Laura Libreros Foronda,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,10:00,12:00,Electrofisiologia Cardiaca,Normatividad Posgrados Clinicos y evaluacion curso de induccion,Dra. Laura Libreros Foronda,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,10:00,12:00,Medicina Critica y Cuidado Intensivo Adulto,Normatividad Posgrados Clinicos y evaluacion curso de induccion,Dra. Laura Libreros Foronda,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,10:00,12:00,Medicina Critica y Cuidado Intensivo Pediatrico,Normatividad Posgrados Clinicos y evaluacion curso de induccion,Dra. Laura Libreros Foronda,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,10:00,12:00,Dermatopatologia,Normatividad Posgrados Clinicos y evaluacion curso de induccion,Dra. Laura Libreros Foronda,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,10:00,12:00,Mastologia,Normatividad Posgrados Clinicos y evaluacion curso de induccion,Dra. Laura Libreros Foronda,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,10:00,12:00,Infectologia Pediatrica,Normatividad Posgrados Clinicos y evaluacion curso de induccion,Dra. Laura Libreros Foronda,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,10:00,12:00,Dolor y Cuidado Paliativo,Normatividad Posgrados Clinicos y evaluacion curso de induccion,Dra. Laura Libreros Foronda,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,10:00,12:00,Neonatologia,Normatividad Posgrados Clinicos y evaluacion curso de induccion,Dra. Laura Libreros Foronda,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,10:00,12:00,Gastroenterologia,Normatividad Posgrados Clinicos y evaluacion curso de induccion,Dra. Laura Libreros Foronda,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,10:00,12:00,Reumatologia,Normatividad Posgrados Clinicos y evaluacion curso de induccion,Dra. Laura Libreros Foronda,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,10:00,12:00,Neumologia,Normatividad Posgrados Clinicos y evaluacion curso de induccion,Dra. Laura Libreros Foronda,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,12:00,13:00,Anestesiologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,VIERNES 19 JUNIO,Viernes,12:00,13:00,Cirugia General,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,VIERNES 19 JUNIO,Viernes,12:00,13:00,Urologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,VIERNES 19 JUNIO,Viernes,12:00,13:00,Ortopedia y Traumatologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,VIERNES 19 JUNIO,Viernes,12:00,13:00,Dermatologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,VIERNES 19 JUNIO,Viernes,12:00,13:00,"Cirugia Plastica, Reconstructiva y Estetica",ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,VIERNES 19 JUNIO,Viernes,12:00,13:00,Pediatria,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,VIERNES 19 JUNIO,Viernes,12:00,13:00,Ginecologia y Obstetricia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,VIERNES 19 JUNIO,Viernes,12:00,13:00,Medicina de Urgencias,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,VIERNES 19 JUNIO,Viernes,12:00,13:00,Medicina Interna,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,VIERNES 19 JUNIO,Viernes,12:00,13:00,Neurologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,VIERNES 19 JUNIO,Viernes,12:00,13:00,Psiquiatria,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,VIERNES 19 JUNIO,Viernes,12:00,13:00,Radiologia e imagenes Diagnosticas,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,VIERNES 19 JUNIO,Viernes,12:00,13:00,Oftalmologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,VIERNES 19 JUNIO,Viernes,12:00,13:00,Cardiologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,VIERNES 19 JUNIO,Viernes,12:00,13:00,Anestesia Cardiovascular y Toracica,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,VIERNES 19 JUNIO,Viernes,12:00,13:00,Cirugia Cardiovascular,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,VIERNES 19 JUNIO,Viernes,12:00,13:00,Cardiologia Intervencionista y Hemodinamia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,VIERNES 19 JUNIO,Viernes,12:00,13:00,Electrofisiologia Cardiaca,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,VIERNES 19 JUNIO,Viernes,12:00,13:00,Medicina Critica y Cuidado Intensivo Adulto,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,VIERNES 19 JUNIO,Viernes,12:00,13:00,Medicina Critica y Cuidado Intensivo Pediatrico,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,VIERNES 19 JUNIO,Viernes,12:00,13:00,Dermatopatologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,VIERNES 19 JUNIO,Viernes,12:00,13:00,Mastologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,VIERNES 19 JUNIO,Viernes,12:00,13:00,Infectologia Pediatrica,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,VIERNES 19 JUNIO,Viernes,12:00,13:00,Dolor y Cuidado Paliativo,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,VIERNES 19 JUNIO,Viernes,12:00,13:00,Neonatologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,VIERNES 19 JUNIO,Viernes,12:00,13:00,Gastroenterologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,VIERNES 19 JUNIO,Viernes,12:00,13:00,Reumatologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,VIERNES 19 JUNIO,Viernes,12:00,13:00,Neumologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,VIERNES 19 JUNIO,Viernes,13:00,16:00,Anestesiologia,"Capacitacion: El uso del SimMan, Torso de RCP Avanzado y Lucina",Equipo de simulacion,"Aula Laboratorio de Simulacion, bloque C",Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,13:00,15:00,Urologia,Anatomia clinica de la pelvis,Dra. Isabel Cristina Rojas,"Aula Laboratorio de Morfologia 3, bloque C",Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,13:00,15:00,Ginecologia y Obstetricia,Anatomia clinica de la pelvis,Dra. Isabel Cristina Rojas,"Aula Laboratorio de Morfologia 3, bloque C",Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,13:00,16:00,Medicina de Urgencias,"Capacitacion: El uso del SimMan, Torso de RCP Avanzado y Lucina",Equipo de simulacion,"Aula Laboratorio de Simulacion, bloque C",Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,14:00,16:00,Dermatologia,Comportamiento Quirofano (Todos),Michel Ferraro,Aula Simulacion Quirofano Bloque C,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,15:00,17:00,Urologia,Anatomia clinica de la pelvis masculina,Dra. Isabel Cristina Rojas,"Aula Laboratorio de Morfologia 3, bloque C",Académico,
SEMANA 4,LUNES 22 JUNIO,Lunes,8:00,12:00,Neurologia,Bioetica Tema II: Grupo A,Dra. Clara Cossio,Aula B 1103,Académico,
SEMANA 4,LUNES 22 JUNIO,Lunes,8:00,12:00,Psiquiatria,Bioetica Tema II: Grupo A,Dra. Clara Cossio,Aula B 1103,Académico,
SEMANA 4,LUNES 22 JUNIO,Lunes,10:00,12:00,Ortopedia y Traumatologia,"Anatomia Miembros Inferiores  (Cadera, Rodilla, Tobillos)",Dra. Isabel Cristina Rojas,"Aula Laboratorio de Morfologia 3, bloque C",Académico,
SEMANA 4,LUNES 22 JUNIO,Lunes,12:00,13:00,Anestesiologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,LUNES 22 JUNIO,Lunes,12:00,13:00,Cirugia General,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,LUNES 22 JUNIO,Lunes,12:00,13:00,Urologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,LUNES 22 JUNIO,Lunes,12:00,13:00,Ortopedia y Traumatologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,LUNES 22 JUNIO,Lunes,12:00,13:00,Dermatologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,LUNES 22 JUNIO,Lunes,12:00,13:00,"Cirugia Plastica, Reconstructiva y Estetica",ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,LUNES 22 JUNIO,Lunes,12:00,13:00,Pediatria,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,LUNES 22 JUNIO,Lunes,12:00,13:00,Ginecologia y Obstetricia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,LUNES 22 JUNIO,Lunes,12:00,13:00,Medicina de Urgencias,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,LUNES 22 JUNIO,Lunes,12:00,13:00,Medicina Interna,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,LUNES 22 JUNIO,Lunes,12:00,13:00,Neurologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,LUNES 22 JUNIO,Lunes,12:00,13:00,Psiquiatria,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,LUNES 22 JUNIO,Lunes,12:00,13:00,Radiologia e imagenes Diagnosticas,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,LUNES 22 JUNIO,Lunes,12:00,13:00,Oftalmologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,LUNES 22 JUNIO,Lunes,12:00,13:00,Cardiologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,LUNES 22 JUNIO,Lunes,12:00,13:00,Anestesia Cardiovascular y Toracica,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,LUNES 22 JUNIO,Lunes,12:00,13:00,Cirugia Cardiovascular,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,LUNES 22 JUNIO,Lunes,12:00,13:00,Cardiologia Intervencionista y Hemodinamia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,LUNES 22 JUNIO,Lunes,12:00,13:00,Electrofisiologia Cardiaca,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,LUNES 22 JUNIO,Lunes,12:00,13:00,Medicina Critica y Cuidado Intensivo Adulto,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,LUNES 22 JUNIO,Lunes,12:00,13:00,Medicina Critica y Cuidado Intensivo Pediatrico,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,LUNES 22 JUNIO,Lunes,12:00,13:00,Dermatopatologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,LUNES 22 JUNIO,Lunes,12:00,13:00,Mastologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,LUNES 22 JUNIO,Lunes,12:00,13:00,Infectologia Pediatrica,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,LUNES 22 JUNIO,Lunes,12:00,13:00,Dolor y Cuidado Paliativo,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,LUNES 22 JUNIO,Lunes,12:00,13:00,Neonatologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,LUNES 22 JUNIO,Lunes,12:00,13:00,Gastroenterologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,LUNES 22 JUNIO,Lunes,12:00,13:00,Reumatologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,LUNES 22 JUNIO,Lunes,12:00,13:00,Neumologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,LUNES 22 JUNIO,Lunes,13:00,15:00,Anestesiologia,Anatomia de Cabeza y Cuello,Dra. Isabel Cristina Rojas,"Aula Laboratorio de Morfologia 3, bloque C",Académico,
SEMANA 4,LUNES 22 JUNIO,Lunes,13:00,17:00,Medicina de Urgencias,Bioetica Tema II: Grupo B,Dra. Clara Cossio,Aula B 1103,Académico,
SEMANA 4,LUNES 22 JUNIO,Lunes,13:00,17:00,Medicina Interna,Bioetica Tema II: Grupo B,Dra. Clara Cossio,Aula B 1103,Académico,
SEMANA 4,LUNES 22 JUNIO,Lunes,13:00,15:00,Psiquiatria,Taller HC - R1,Dra. Eliana Taborda,Aula B 1003,Académico,
SEMANA 4,LUNES 22 JUNIO,Lunes,13:00,15:00,Radiologia e imagenes Diagnosticas,Anatomia de Cabeza y Cuello,Dra. Isabel Cristina Rojas,"Aula Laboratorio de Morfologia 3, bloque C",Académico,
SEMANA 4,LUNES 22 JUNIO,Lunes,15:00,17:00,Ginecologia y Obstetricia,Vasos sanguineos de pelvis,Dra. Isabel Cristina Rojas,"Aula Laboratorio de Morfologia 3, bloque C",Académico,
SEMANA 4,LUNES 22 JUNIO,Lunes,15:00,17:00,Psiquiatria,Taller HC - R2,Dra. Eliana Taborda,Aula B 1003,Académico,
SEMANA 4,MARTES 23 JUNIO,Martes,8:00,12:00,Pediatria,Bioetica Tema II: Grupo C,Dra. Clara Cossio,Aula B 1103,Académico,
SEMANA 4,MARTES 23 JUNIO,Martes,8:00,12:00,Ginecologia y Obstetricia,Bioetica Tema II: Grupo C,Dra. Clara Cossio,Aula B 1103,Académico,
SEMANA 4,MARTES 23 JUNIO,Martes,8:00,10:00,Psiquiatria,Taller HC - R3,Dra. Eliana Taborda,Aula B 1003,Académico,
SEMANA 4,MARTES 23 JUNIO,Martes,10:00,12:00,Ortopedia y Traumatologia,Anatomia por medio de Disecciones,Dra. Isabel Rojas,"Aula Laboratorio de Morfologia 3, bloque C",Académico,
SEMANA 4,MARTES 23 JUNIO,Martes,10:00,12:00,"Cirugia Plastica, Reconstructiva y Estetica",Anatomia por medio de Disecciones,Dra. Isabel Rojas,"Aula Laboratorio de Morfologia 3, bloque C",Académico,
SEMANA 4,MARTES 23 JUNIO,Martes,10:00,12:00,Psiquiatria,Taller HC - R4,Dra. Eliana Taborda,Aula B 1003,Académico,
SEMANA 4,MARTES 23 JUNIO,Martes,12:00,13:00,Anestesiologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,MARTES 23 JUNIO,Martes,12:00,13:00,Cirugia General,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,MARTES 23 JUNIO,Martes,12:00,13:00,Urologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,MARTES 23 JUNIO,Martes,12:00,13:00,Ortopedia y Traumatologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,MARTES 23 JUNIO,Martes,12:00,13:00,Dermatologia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,MARTES 23 JUNIO,Martes,12:00,13:00,"Cirugia Plastica, Reconstructiva y Estetica",ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,MARTES 23 JUNIO,Martes,12:00,13:00,Pediatria,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,MARTES 23 JUNIO,Martes,12:00,13:00,Ginecologia y Obstetricia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,MARTES 23 JUNIO,Martes,12:00,13:00,Medicina de Urgencias,ALMUERZO,No aplica,No aplica,Almuerzo,
